"REFERENCE_NUMBER","EASTING","NORTHING","NUMBER_OF_VEHICLES","ACCIDENT_DATE","TIME_24HR","ROAD_CLASS","ROAD_SURFACE","LIGHTING_CONDITIONS","WEATHER_CONDITIONS","CASUALTY_CLASS","CASUALTY_SEVERITY","SEX_OF_CASUALTY","AGE_OF_CASUALTY","VEHICLE_TYPE","ROAD_CLASS_CODE","ROAD_SURFACE_CODE","LIGHTING_CODE","WEATHER_CODE","CASUALTY_CLASS_CODE","CASUALTY_SEVERITY_CODE","SEX_OF_CASUALTY_CODE","AGE_OF_CASUALTY_CODE","VEHICLE_TYPE_CODE"
"987109","430427","431051","1","25-Nov-09","1629","Motorway","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Passenger","Slight","Male","38","Car","1","2","4","1","","3","1","38","9"
"987809","424690","435265","2","25-Nov-09","1225","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Serious","Male","25","Motorcycle over 500cc","6","1","1","1","","2","1","25","5"
"1010409","427894","432917","1","25-Nov-09","1915","Unclassified","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Pedestrian","Slight","Female","52","Car","6","2","4","1","3","3","2","52","9"
"1019409","429711","434546","3","25-Nov-09","1550","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Pedestrian","Slight","Male","18","Car","3","2","4","1","3","3","1","18","9"
"1051109","431960","438842","2","25-Nov-09","1208","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","83","Car","6","1","1","1","","3","2","83","9"
"982109","428840","433981","2","26-Nov-09","1205","Unclassified","Wet / Damp","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","60","Bus or coach (17 or more passenger seats)","6","2","1","1","","3","2","60","11"
"988709","430221","434362","2","26-Nov-09","145","A","Dry","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Male","25","Car","3","1","4","1","","3","1","25","9"
"988709","430221","434362","2","26-Nov-09","145","A","Dry","Darkness: street lights present and lit","Fine without high winds","Passenger","Slight","Male","19","Car","3","1","4","1","","3","1","19","9"
"993809","431879","435373","2","26-Nov-09","2245","Unclassified","Dry","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Female","34","Car","6","1","4","1","","3","2","34","9"
"993809","431879","435373","2","26-Nov-09","2245","Unclassified","Dry","Darkness: street lights present and lit","Fine without high winds","Passenger","Slight","Female","13","Car","6","1","4","1","","3","2","13","9"
"1000709","431208","433709","2","26-Nov-09","1630","Unclassified","Dry","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Female","25","Car","6","1","4","1","","3","2","25","9"
"1014009","432752","434842","2","26-Nov-09","2050","Unclassified","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Passenger","Slight","Female","22","Car","6","2","4","1","","3","2","22","9"
"1014009","432752","434842","2","26-Nov-09","2050","Unclassified","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Passenger","Slight","Male","18","Car","6","2","4","1","","3","1","18","9"
"993209","426414","442200","3","27-Nov-09","918","A","Wet / Damp","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","47","Car","3","2","1","1","","3","2","47","9"
"993209","426414","442200","3","27-Nov-09","918","A","Wet / Damp","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","75","Car","3","2","1","1","","3","2","75","9"
"993209","426414","442200","3","27-Nov-09","918","A","Wet / Damp","Daylight: street lights present","Fine without high winds","Passenger","Serious","Male","12","Car","3","2","1","1","","2","1","12","9"
"998609","430067","433799","1","27-Nov-09","911","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Slight","Female","37","Bus or coach (17 or more passenger seats)","6","1","1","1","3","3","2","37","11"
"1004909","433722","436157","1","27-Nov-09","720","Unclassified","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Pedestrian","Slight","Male","56","Car","6","2","4","1","3","3","1","56","9"
"987909","421928","432687","1","28-Nov-09","1730","Unclassified","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Pedestrian","Slight","Male","17","Car","6","2","4","2","3","3","1","17","9"
"991409","427889","436208","1","28-Nov-09","1550","A","Wet / Damp","Daylight: street lights present","Raining with high winds","Pedestrian","Slight","Male","23","Taxi/Private hire car","3","2","1","5","3","3","1","23","8"
"992909","430319","433900","1","28-Nov-09","1830","Unclassified","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Passenger","Slight","Male","27","Bus or coach (17 or more passenger seats)","6","2","4","2","","3","1","27","11"
"993009","438613","436370","1","28-Nov-09","1030","Unclassified","Wet / Damp","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","19","Car","6","2","1","1","","3","1","19","9"
"993009","438613","436370","1","28-Nov-09","1030","Unclassified","Wet / Damp","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","17","Car","6","2","1","1","","3","2","17","9"
"993009","438613","436370","1","28-Nov-09","1030","Unclassified","Wet / Damp","Daylight: street lights present","Fine without high winds","Passenger","Slight","Male","19","Car","6","2","1","1","","3","1","19","9"
"993009","438613","436370","1","28-Nov-09","1030","Unclassified","Wet / Damp","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","18","Car","6","2","1","1","","3","2","18","9"
"996709","443677","432746","1","28-Nov-09","1730","Unclassified","Wet / Damp","Darkness: street lights present but unlit","Fine without high winds","Driver","Slight","Female","35","Car","6","2","5","1","","3","2","35","9"
"996709","443677","432746","1","28-Nov-09","1730","Unclassified","Wet / Damp","Darkness: street lights present but unlit","Fine without high winds","Passenger","Slight","Male","42","Car","6","2","5","1","","3","1","42","9"
"1058809","426839","441373","2","28-Nov-09","645","A","Wet / Damp","Darkness: street lights present and lit","Fog or mist ¿ if hazard","Driver","Slight","Male","54","Car","3","2","4","","","3","1","54","9"
"990009","431251","441108","1","29-Nov-09","647","A","Wet / Damp","Darkness: no street lighting","Raining without high winds","Driver","Slight","Male","21","Car","3","2","6","2","","3","1","21","9"
"993509","424958","430951","3","29-Nov-09","1705","A","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Driver","Serious","Male","55","Car","3","2","4","2","","2","1","55","9"
"997309","431969","437037","2","30-Nov-09","2040","Unclassified","Dry","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Female","25","Car","6","1","4","1","","3","2","25","9"
"148109","428797","440303","1","19-Feb-09","2305","Unclassified","Dry","Darkness: street lights present and lit","Fine without high winds","Passenger","Slight","Male","10","Car","6","1","4","1","","3","1","10","9"
"153309","426164","435392","1","19-Feb-09","1535","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Serious","Female","3","Car","6","1","1","1","3","2","2","3","9"
"139509","443627","436483","1","20-Feb-09","1","A(M)","Dry","Darkness: street lights present and lit","Fine without high winds","Pedestrian","Serious","Male","44","Goods vehicle 7.5 tonnes mgw and over","2","1","4","1","3","2","1","44","21"
"142209","427632","430981","2","20-Feb-09","1715","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","46","Car","3","1","1","1","","3","1","46","9"
"142309","431231","429773","3","20-Feb-09","1755","Unclassified","Wet / Damp","Darkness: street lights present and lit","Raining without high winds","Passenger","Serious","Female","44","Car","6","2","4","2","","2","2","44","9"
"149209","433836","434457","2","20-Feb-09","2113","Unclassified","Dry","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Male","14","Pedal cycle","6","1","4","1","","3","1","14","1"
"153709","433552","435957","2","20-Feb-09","1500","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","48","Car","6","1","1","1","","3","1","48","9"
"153709","433552","435957","2","20-Feb-09","1500","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Serious","Female","26","Car","6","1","1","1","","2","2","26","9"
"180809","435286","431294","1","20-Feb-09","1925","Motorway","Wet / Damp","Darkness: no street lighting","Raining without high winds","Driver","Slight","Female","51","Car","1","2","6","2","","3","2","51","9"
"141609","427646","430384","2","21-Feb-09","1650","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","62","Car","6","1","1","1","","3","1","62","9"
"141609","427646","430384","2","21-Feb-09","1650","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Male","19","Car","6","1","1","1","","3","1","19","9"
"141609","427646","430384","2","21-Feb-09","1650","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","23","Car","6","1","1","1","","3","2","23","9"
"141609","427646","430384","2","21-Feb-09","1650","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","59","Car","6","1","1","1","","3","2","59","9"
"143409","431884","433595","1","21-Feb-09","1010","A","Wet / Damp","Daylight: street lights present","Raining without high winds","Passenger","Slight","Female","49","Bus or coach (17 or more passenger seats)","3","2","1","2","","3","2","49","11"
"152809","421345","444430","1","21-Feb-09","958","Unclassified","Wet / Damp","Daylight: street lights present","Fine without high winds","Pedestrian","Serious","Male","41","Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw","6","2","1","1","3","2","1","41","20"
"155409","429711","430766","2","21-Feb-09","1430","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","21","Car","6","1","1","1","","3","2","21","9"
"155409","429711","430766","2","21-Feb-09","1430","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Male","23","Car","6","1","1","1","","3","1","23","9"
"144009","423026","437677","2","22-Feb-09","1608","A","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","5","Taxi/Private hire car","3","1","1","1","","3","2","5","8"
"144009","423026","437677","2","22-Feb-09","1608","A","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Male","5","Car","3","1","1","1","","3","1","5","9"
"148609","428917","433390","2","22-Feb-09","1500","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","29","Car","6","1","1","1","","3","2","29","9"
"149009","423015","437679","2","23-Feb-09","1115","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","30","Car","3","1","1","1","","3","2","30","9"
"150009","437392","445586","1","23-Feb-09","1220","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Serious","Male","39","Car","3","1","1","1","","2","1","39","9"
"149409","435419","437256","2","24-Feb-09","810","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","23","Car","6","1","1","1","","3","1","23","9"
"153009","428464","429106","2","24-Feb-09","2310","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Male","26","Car","3","2","4","1","","3","1","26","9"
"153009","428464","429106","2","24-Feb-09","2310","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Passenger","Slight","Male","29","Car","3","2","4","1","","3","1","29","9"
"153009","428464","429106","2","24-Feb-09","2310","A","Wet / Damp","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Female","26","Car","3","2","4","1","","3","2","26","9"
"155009","434641","437498","1","24-Feb-09","1700","A","Wet / Damp","Daylight: street lights present","Fine without high winds","Pedestrian","Serious","Male","10","Car","3","2","1","1","3","2","1","10","9"
"156009","430778","438443","1","24-Feb-09","2010","Unclassified","Dry","Darkness: street lights present and lit","Fine without high winds","Pedestrian","Slight","Male","54","Car","6","1","4","1","3","3","1","54","9"
"156209","430197","432164","2","24-Feb-09","1930","A","Dry","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Male","33","Car","3","1","4","1","","3","1","33","9"
"155709","421574","440869","1","25-Feb-09","1610","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","77","Bus or coach (17 or more passenger seats)","6","1","1","1","","3","2","77","11"
"156109","421128","441190","2","25-Feb-09","1144","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","25","Car","6","1","1","1","","3","2","25","9"
"156309","432167","433591","1","25-Feb-09","1850","A","Dry","Darkness: street lights present and lit","Fine without high winds","Pedestrian","Slight","Female","13","Car","3","1","4","1","3","3","2","13","9"
"156709","432962","439235","3","25-Feb-09","1110","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","35","Car","3","1","1","1","","3","2","35","9"
"157509","420304","445361","2","25-Feb-09","1220","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","45","Car","6","1","1","1","","3","2","45","9"
"165609","429105","445104","2","25-Feb-09","1829","A","Dry","Darkness: no street lighting","Fine without high winds","Driver","Slight","Male","36","Car","3","1","6","1","","3","1","36","9"
"165609","429105","445104","2","25-Feb-09","1829","A","Dry","Darkness: no street lighting","Fine without high winds","Passenger","Slight","Male","20","Car","3","1","6","1","","3","1","20","9"
"165609","429105","445104","2","25-Feb-09","1829","A","Dry","Darkness: no street lighting","Fine without high winds","Driver","Slight","Male","57","Car","3","1","6","1","","3","1","57","9"
"166709","432436","434840","2","25-Feb-09","1450","B","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","71","Bus or coach (17 or more passenger seats)","4","1","1","1","","3","2","71","11"
"164709","429464","439235","2","26-Feb-09","2319","Unclassified","Dry","Darkness: street lights present and lit","Fine without high winds","Driver","Serious","Male","17","M/cycle 50cc and under","6","1","4","1","","2","1","17","2"
"159709","420442","434055","2","27-Feb-09","2023","B","Dry","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Male","19","Car","4","1","4","1","","3","1","19","9"
"169309","432569","435147","1","27-Feb-09","1523","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Slight","Male","8","Car","6","1","1","1","3","3","1","8","9"
"169409","435097","434721","2","27-Feb-09","1720","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","44","Goods vehicle 3.5 tonnes mgw and under","3","1","1","1","","3","1","44","19"
"170009","428457","429081","2","27-Feb-09","1308","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","38","Car","3","1","1","1","","3","1","38","9"
"173509","429499","425798","2","27-Feb-09","2128","A","Dry","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Male","48","Motorcycle over 125cc and up to 500cc","3","1","4","1","","3","1","48","4"
"182609","422997","432690","2","27-Feb-09","1321","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","31","Car","6","1","1","1","","3","2","31","9"
"164609","429874","423743","2","28-Feb-09","610","Motorway","Dry","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Male","22","Car","1","1","4","1","","3","1","22","9"
"441509","430080","432200","1","03-Jun-09","2015","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Serious","Male","26","Motorcycle over 500cc","3","1","1","1","","2","1","26","5"
"442309","428912","434797","1","03-Jun-09","2339","Unclassified","Dry","Darkness: street lights present and lit","Fine without high winds","Pedestrian","Slight","Male","22","Car","6","1","4","1","3","3","1","22","9"
"443609","433173","434023","2","03-Jun-09","1425","A","Dry","Daylight: street lights present","Fine with high winds","Passenger","Slight","Female","75","Bus or coach (17 or more passenger seats)","3","1","1","4","","3","2","75","11"
"446609","430063","433950","2","03-Jun-09","1206","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","33","Pedal cycle","6","1","1","1","","3","1","33","1"
"455009","426272","433566","1","03-Jun-09","1750","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Serious","Female","8","Car","6","1","1","1","3","2","2","8","9"
"441009","429107","436249","2","04-Jun-09","920","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","51","Pedal cycle","6","1","1","1","","3","1","51","1"
"444309","430480","435431","2","04-Jun-09","1230","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","57","Car","3","1","1","1","","3","1","57","9"
"445509","429388","434939","2","04-Jun-09","1213","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","55","Car","3","1","1","1","","3","2","55","9"
"445509","429388","434939","2","04-Jun-09","1213","A","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","63","Car","3","1","1","1","","3","2","63","9"
"446209","429847","432998","2","04-Jun-09","1640","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","39","Pedal cycle","6","1","1","1","","3","1","39","1"
"572209","427599","436800","2","04-Jun-09","740","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","39","Pedal cycle","3","1","1","1","","3","1","39","1"
"415209","430076","433877","1","05-Jun-09","1035","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","36","Bus or coach (17 or more passenger seats)","6","1","1","1","","3","2","36","11"
"444609","427780","434626","2","05-Jun-09","1305","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","11","Pedal cycle","6","1","1","1","","3","1","11","1"
"446509","427529","438624","2","05-Jun-09","835","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","26","Pedal cycle","6","1","1","1","","3","1","26","1"
"451009","433468","434897","2","05-Jun-09","1834","Unclassified","Wet / Damp","Daylight: street lights present","Raining without high winds","Driver","Slight","Male","25","Taxi/Private hire car","6","2","1","2","","3","1","25","8"
"452209","435321","434812","2","05-Jun-09","1600","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","15","Pedal cycle","6","1","1","1","","3","1","15","1"
"459309","428102","426660","2","05-Jun-09","1315","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","38","Car","3","1","1","1","","3","1","38","9"
"459309","428102","426660","2","05-Jun-09","1315","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","19","Car","3","1","1","1","","3","2","19","9"
"453009","430055","434014","1","06-Jun-09","1554","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Slight","Male","26","Bus or coach (17 or more passenger seats)","6","1","1","1","3","3","1","26","11"
"461409","434489","430667","1","06-Jun-09","840","Motorway","Wet / Damp","Daylight: street lights present","Raining without high winds","Driver","Slight","Female","21","Car","1","2","1","2","","3","2","21","9"
"470309","425271","437602","2","06-Jun-09","1345","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","26","Car","6","1","1","1","","3","2","26","9"
"470309","425271","437602","2","06-Jun-09","1345","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","52","Car","6","1","1","1","","3","1","52","9"
"448009","432013","426289","2","07-Jun-09","30","Motorway","Dry","Darkness: street lighting unknown","Fine without high winds","Driver","Slight","Male","26","Car","1","1","7","1","","3","1","26","9"
"448709","429234","428145","2","07-Jun-09","1800","Unclassified","Wet / Damp","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","46","Car","6","2","1","1","","3","1","46","9"
"470109","430982","433446","1","07-Jun-09","2307","A","Dry","Darkness: street lights present and lit","Fine without high winds","Pedestrian","Slight","Female","26","Car","3","1","4","1","3","3","2","26","9"
"491409","440591","432096","1","07-Jun-09","210","A","Dry","Darkness: street lights present and lit","Fine without high winds","Driver","Slight","Male","19","Car","3","1","4","1","","3","1","19","9"
"491409","440591","432096","1","07-Jun-09","210","A","Dry","Darkness: street lights present and lit","Fine without high winds","Passenger","Slight","Male","19","Car","3","1","4","1","","3","1","19","9"
"462409","422177","441877","2","08-Jun-09","1230","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","47","Car","3","1","1","1","","3","1","47","9"
"470709","429735","434683","2","08-Jun-09","655","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","61","Car","3","1","1","1","","3","1","61","9"
"486409","427958","430345","2","08-Jun-09","1845","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","37","Car","3","1","1","1","","3","2","37","9"
"533209","443041","445603","1","08-Jun-09","1800","A","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Slight","Female","17","Other Vehicle","3","1","1","1","3","3","2","17","90"
"454609","430781","433498","1","09-Jun-09","1355","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","78","Bus or coach (17 or more passenger seats)","6","1","1","1","","3","2","78","11"
"454809","430921","434358","2","09-Jun-09","852","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","29","Car","6","1","1","1","","3","2","29","9"
"455409","432061","430385","1","09-Jun-09","1115","A","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Male","25","Goods vehicle 3.5 tonnes mgw and under","3","1","1","1","","3","1","25","19"
"456409","430661","427029","1","09-Jun-09","1141","A","Dry","Daylight: street lights present","Fine without high winds","Driver","Serious","Male","16","M/cycle 50cc and under","3","1","1","1","","2","1","16","2"
"458609","429605","434659","1","09-Jun-09","1436","A","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Serious","Male","34","Car","3","1","1","1","3","2","1","34","9"
"461709","430817","433274","2","09-Jun-09","2220","A","Dry","Darkness: street lights present and lit","Fine without high winds","Passenger","Slight","Male","60","Bus or coach (17 or more passenger seats)","3","1","4","1","","3","1","60","11"
"461709","430817","433274","2","09-Jun-09","2220","A","Dry","Darkness: street lights present and lit","Fine without high winds","Passenger","Slight","Female","60","Bus or coach (17 or more passenger seats)","3","1","4","1","","3","2","60","11"
"462309","430267","433739","1","09-Jun-09","1345","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","72","Bus or coach (17 or more passenger seats)","6","1","1","1","","3","2","72","11"
"476509","419444","434554","1","09-Jun-09","2055","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Serious","Male","18","Motorcycle over 50cc and up to 125cc","6","1","1","1","","2","1","18","3"
"482209","430732","435030","2","09-Jun-09","1325","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","29","Car","6","1","1","1","","3","2","29","9"
"482209","430732","435030","2","09-Jun-09","1325","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","45","Car","6","1","1","1","","3","2","45","9"
"527909","422378","432607","2","09-Jun-09","1635","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","47","Car","6","1","1","1","","3","2","47","9"
"462709","430082","431189","1","10-Jun-09","1523","A","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Slight","Male","14","Other Vehicle","3","1","1","1","3","3","1","14","90"
"466209","431342","433935","2","10-Jun-09","1917","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","59","Motorcycle over 500cc","6","1","1","1","","3","1","59","5"
"461809","427995","435188","2","11-Jun-09","745","Unclassified","Wet / Damp","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","25","Motorcycle over 500cc","6","2","1","1","","3","1","25","5"
"729009","432136","430007","2","31-Aug-09","1430","Motorway","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","22","Car","1","1","1","1","","3","2","22","9"
"729009","432136","430007","2","31-Aug-09","1430","Motorway","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Male","23","Car","1","1","1","1","","3","1","23","9"
"798309","430025","436445","2","31-Aug-09","2200","A","Dry","Darkness: street lights present and lit","Unknown","Driver","Slight","Male","38","Car","3","1","4","9","","3","1","38","9"
"707709","436403","434699","1","01-Sep-09","1200","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","79","Bus or coach (17 or more passenger seats)","6","1","1","1","","3","2","79","11"
"708009","428929","432428","4","01-Sep-09","810","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","48","Car","6","1","1","1","","3","2","48","9"
"710009","430860","433344","1","01-Sep-09","1728","A","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","35","Car","3","1","1","1","","3","2","35","9"
"710209","430780","433470","1","01-Sep-09","1105","A","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Serious","Female","41","Car","3","1","1","1","3","2","2","41","9"
"710509","433600","425845","7","01-Sep-09","813","Motorway","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","32","Car","1","1","1","1","","3","2","32","9"
"710509","433600","425845","7","01-Sep-09","813","Motorway","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","45","Car","1","1","1","1","","3","2","45","9"
"710509","433600","425845","7","01-Sep-09","813","Motorway","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","34","Car","1","1","1","1","","3","1","34","9"
"713609","432677","436909","2","01-Sep-09","1853","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","18","Car","6","1","1","1","","3","2","18","9"
"713609","432677","436909","2","01-Sep-09","1853","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","18","Car","6","1","1","1","","3","2","18","9"
"713609","432677","436909","2","01-Sep-09","1853","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","18","Car","6","1","1","1","","3","2","18","9"
"715509","425749","426342","4","01-Sep-09","1804","Motorway","Wet / Damp","Daylight: street lights present","Other","Driver","Slight","Male","24","Car","1","2","1","8","","3","1","24","9"
"715509","425749","426342","4","01-Sep-09","1804","Motorway","Wet / Damp","Daylight: street lights present","Other","Driver","Slight","Female","19","Car","1","2","1","8","","3","2","19","9"
"716509","431720","433955","2","01-Sep-09","1755","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","22","Pedal cycle","6","1","1","1","","3","1","22","1"
"717309","431272","428911","2","01-Sep-09","1800","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Serious","Male","32","Pedal cycle","6","1","1","1","","2","1","32","1"
"719009","421695","444211","2","01-Sep-09","1756","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","37","Car","6","1","1","1","","3","2","37","9"
"719009","421695","444211","2","01-Sep-09","1756","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","22","Car","6","1","1","1","","3","1","22","9"
"740809","432822","438758","2","01-Sep-09","1230","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Passenger","Slight","Female","46","Car","6","1","1","1","","3","2","46","9"
"746609","427518","433834","2","01-Sep-09","1650","Unclassified","Wet / Damp","Daylight: street lights present","Raining without high winds","Driver","Slight","Male","32","Pedal cycle","6","2","1","2","","3","1","32","1"
"710909","426586","427687","2","02-Sep-09","1130","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Female","43","Car","6","1","1","1","","3","2","43","9"
"714309","428854","425986","4","02-Sep-09","1640","A","Wet / Damp","Daylight: street lights present","Raining without high winds","Driver","Slight","Male","37","Goods vehicle 3.5 tonnes mgw and under","3","2","1","2","","3","1","37","19"
"717109","428867","432487","1","02-Sep-09","1505","A","Wet / Damp","Daylight: street lights present","Raining without high winds","Driver","Slight","Male","29","Pedal cycle","3","2","1","2","","3","1","29","1"
"717509","436148","435264","1","02-Sep-09","1515","A","Dry","Daylight: street lights present","Fine without high winds","Pedestrian","Slight","Female","30","Car","3","1","1","1","3","3","2","30","9"
"721209","419910","441060","2","02-Sep-09","1735","A","Wet / Damp","Daylight: street lights present","Raining without high winds","Driver","Slight","Male","42","Car","3","2","1","2","","3","1","42","9"
"754309","434904","429047","2","02-Sep-09","1300","A","Wet / Damp","Daylight: street lights present","Raining without high winds","Driver","Slight","Male","49","Pedal cycle","3","2","1","2","","3","1","49","1"
"758509","429778","433635","2","02-Sep-09","755","Unclassified","Dry","Daylight: street lights present","Fine without high winds","Driver","Slight","Male","40","Pedal cycle","6","1","1","1","","3","1","40","1"
"717409","425336","435941","2","03-Sep-09","840","B","Wet / Damp","Daylight: street lights present","Raining without high winds","Driver","Slight","Female","32","Car","4","2","1","2","","3","2","32","9"
"722509","431858","425432","4","03-Sep-09","810","Motorway","Wet / Damp","Daylight: street lights present","Raining without high winds","Driver","Slight","Male","23","Car","1","2","1","2","","3","1","23","9"
